,ark,language of material,contributing institution,title,creator,call_number,physical description,date (inclusive),date (bulk),abstract,physical location,dates,creator/collector,extent,date,photographer,collector,material specific details,source,author,language,phyiscal location,repository,record series,origination,shelf location,original,series,id,date_gmt,modified,modified_gmt,slug,status,type,link,template,tags,guid.rendered,title.rendered,acf.ucdlib_uacollections_description,acf.ucdlib_uacollections_history,acf.ucdlib_uacollections_call_num,acf.ucdlib_uacollections_extent_num,acf.ucdlib_uacollections_extent_type,acf.ucdlib_uacollections_date,acf.ucdlib_uacollections_subject,acf.ucdlib_uacollections_moreinfo_url,acf.ucdlib_uacollections_moreinfo_name,_links.self,_links.collection,_links.about,_links.wp:attachment,_links.wp:term,_links.curies
365,ark:/13030/c8gt5tm1/,English,"University of California, Davis Library, University Archives",Unitrans Records,Unitrans (University transport system),AR-071,4.4 linear feet,1966-2008,,"Annual reports, schedules, newspaper clippings, photographs, and memorabilia documenting the history of Unitrans, the University and City of Davis bus service.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6590.0,2017-02-23T21:31:02,2017-10-11T11:21:36,2017-10-11T18:21:36,unitrans-archives,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/unitrans-archives/,,[],https://www.library.ucdavis.edu/ua-collection/unitrans-archives/,Unitrans Archives,"Annual reports, schedules, newspaper clippings, photographs, and memorabilia documenting the history of Unitrans, the University and City of Davis bus service, founded in 1968 by the Associated Students of UC Davis.",,AR-071,4.4,linear feet,1966-2008,Vice Chancellor for Student Affairs,https://www.library.ucdavis.edu/exhibit/unitrans-40-moving-students-decades/,Unitrans at 40: exhibit (Winter Quarter 2008),[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6590'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6590'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6590'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
367,ark:/13030/c8gx4hs6/,English,"University of California, Davis General Library, University Archives",Student Health and Counseling Services Records,"University of California, Davis. Student Health and Counseling Services",AR-124,12 linear feet,1982-2013,,"The collection includes press and publicity scrapbooks related to Student Health and Counseling Services outreach activities; group-created journals from student volunteers at The House, a student-run peer counseling service; and photographs and slides.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,26328.0,2018-02-13T21:53:54,2018-02-13T13:53:54,2018-02-13T21:53:54,student-health-and-counseling-services-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/student-health-and-counseling-services-records/,,[],https://www.library.ucdavis.edu/?post_type=ua-collection&#038;p=26328,Student Health and Counseling Services Records,"Press and publicity scrapbooks related to Student Health and Counseling Services outreach activities; group-created journals from student volunteers at The House, a student-run peer counseling service; and photographs and slides. ","Student Health and Counseling Services has its roots in the Davis campus Student Health Services (SHS). The program, established in 1909, treated students for minor medical concerns and promoted public health as essential to academic success. In 1958, Davis established a Counseling Center. In 2011, Student Health Services and Counseling and Psychological Services merged to form Student Health and Counseling Services (SHCS). ",AR-124,12,linear feet,1982-2013.,,http://www.oac.cdlib.org/findaid/ark:/13030/c8gx4hs6/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/26328'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=26328'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=26328'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
368,ark:/13030/c8gx4j26/,English,"University of California, Davis Library, University Archives",University of California Sustainable Agriculture Research and Education Research Program (SAREP) Records,University of California (System). Sustainable Agriculture Research and Education Program,AR-142,7.4 linear feet,1982-2010,,"Correspondence, meeting minutes, program plans, photographs, and slides for a slideshow for school groups on sustainable agriculture.","Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6587.0,2017-02-23T21:31:02,2017-02-23T21:31:02,2017-02-23T21:31:02,sustainable-agriculture-research-and-education-program-collection,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/sustainable-agriculture-research-and-education-program-collection/,,[],https://www.library.ucdavis.edu/ua-collection/sustainable-agriculture-research-and-education-program-collection/,Sustainable Agriculture Research and Education Program. Collection.,"Correspondence, meeting minutes, program plans, photographs, and slides for a slideshow for school groups on sustainable agriculture.","The UC Sustainable Agriculture Research and Education Program (SAREP) is a statewide program within UC Agriculture and Natural Resources. At the request of the California legislature, the University of California established SAREP with three mandates: administer competitive grants for research on sustainable agricultural practices and systems, develop and distribute information through publications and on-farm demonstrations, and support long-term research and sustainable farming systems on UC farmlands.",AR-142,4,linear feet,1987-2008.,University of California (System),,,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6587'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6587'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6587'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
373,ark:/13030/c8h41sxj/,Collection materials in English.,,"University of California, Davis Campus Songs and Song Books Collection","University of California, Davis. Library",AR-079,,1955-1965,,"This small collection contains sheet music and song books for Davis campus songs and University of California songs including: Aggie Fight Song, Big C, California Aggies Hail, Hail to California, and Sons of California.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.4 linear feet,,,,,,,,,,,,,,,6547.0,2017-02-23T21:30:59,2017-05-02T14:49:19,2017-05-02T21:49:19,campus-songs-and-song-books-collection,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/campus-songs-and-song-books-collection/,,[],https://www.library.ucdavis.edu/ua-collection/campus-songs-and-song-books-collection/,Campus Songs and Song Books Collection,"This small collection contains sheet music and song books for Davis campus songs and University of California songs including: Aggie Fight Song, Big C, California Aggies Hail, Hail to California, and Sons of California. ",,AR-079,0.4,linear feet,1955-1965.,Events and Celebrations,http://www.oac.cdlib.org/findaid/ark:/13030/c8h41sxj/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6547'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6547'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6547'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
375,ark:/13030/c8h41xqh/,English,"University of California, Davis General Library, University Archives",Center for Laboratory Animal Science Records,"University of California, Davis. Center for Laboratory Animal Science",AR-183,1 linear foot,circa 1957-1984,,"Architectural plans for Haring Hall Quadrangle, Beach Lab, Haring Hall Kennels, California Animal Health and Food Safety Lab, and Medical Science 1.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6549.0,2017-02-23T21:30:59,2017-02-23T21:30:59,2017-02-23T21:30:59,center-for-laboratory-animal-science-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/center-for-laboratory-animal-science-records/,,[],https://www.library.ucdavis.edu/ua-collection/center-for-laboratory-animal-science-records/,Center for Laboratory Animal Science Records,"Architectural plans for Haring Hall Quadrangle, Beach Lab, Haring Hall kennels, California Animal Health and Food Safety Lab, and Medical Science 1",,AR-183,1,linear feet,1957-1984.,School of Veterinary Medicine,,,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6549'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6549'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6549'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
413,ark:/13030/c8js9wh9/,English,"University of California, Davis. UC Davis Library, University Archives",Century Experiment/Long Term Research on Agricultural Sustainability (LTRAS) Project Records,Long Term Research on Agricultural Systems Project,AR-110,4.4 linear feet,1981-2015,,"The Century Experiement, a project of the UC Davis Agricultural Sustainability Institute, is a 100-year study measuring long-term impacts of crop rotation, farming systems, and inputs of water and nutrients on agricultural sustainability. The experiment is based at the Russell Ranch Sustainable Agriculture Facility in Davis, California. At its founding in 1993, the Century Experiment was named the Long Term Research on Agricultural Systems (LTRAS) project. The collection includes Century Experiment/LTRAS program materials including experimental design documentation, data, laboratory notebooks, maps, photographs, slides, and reports.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,23260.0,2017-10-06T21:18:18,2017-10-06T14:25:56,2017-10-06T21:25:56,century-experimentltras-project-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/century-experimentltras-project-records/,,[3078],https://www.library.ucdavis.edu/?post_type=ua-collection&#038;p=23260,Century Experiment/LTRAS Project Records,"Century Experiment/LTRAS program materials including experimental design documentation, data, laboratory notebooks, maps, photographs, slides, and reports.","The Century Experiment, a project of the UC Davis Agricultural Sustainability Institute, is a 100-year study measuring long-term impacts of crop rotation, farming systems, and inputs of water and nutrients on agricultural sustainability. The experiment is based at the Russell Ranch Sustainable Agriculture Facility in Davis, California.",AR-110,4.4,linear feet,1981-2015.,College of Agriculture and Environmental Sciences,http://www.oac.cdlib.org/findaid/ark:/13030/c8js9wh9/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/23260'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=23260'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=23260'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
416,ark:/13030/c8jw8gdn/,Collection materials in English.,,Agricultural Education Wives Records,"Agricultural Education Wives (Davis, Calif)",AR-083,,1950-1982,,"The Agricultural Education Wives organization of the University of California, Davis was formed to to: &#34;intelligently prepare for their future as wives of vocational agricultural teachers and to better understand the professional problems of their husbands.&#34; This small collection contains the organization&#39;s constitution, financial records, meeting records, and membership lists.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.4 linear feet,,,,,,,,,,,,,,,6534.0,2017-02-23T21:30:59,2017-05-02T14:25:08,2017-05-02T21:25:08,agricultural-education-wives-club,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/agricultural-education-wives-club/,,[],https://www.library.ucdavis.edu/ua-collection/agricultural-education-wives-club/,Agricultural Education Wives Club Records,"This small collection contains the organization's constitution, financial records, meeting records, and membership lists. ","The Agricultural Education Wives organization of the University of California, Davis was formed to: ""intelligently prepare for their future as wives of vocational agricultural teachers and to better understand the professional problems of their husbands.""",AR-083,0.4,linear feet,1950-1982.,Student and UCD Community Organizations,http://www.oac.cdlib.org/findaid/ark:/13030/c8jw8gdn/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6534'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6534'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6534'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
424,ark:/13030/c8k64pk8/,English,"University of California, Davis Library, University Archives",UC Davis College of Agricultural and Environmental Sciences Records,"University of California, Davis. College of Agricultural and Environmental Sciences",AR-141,16.4 linear feet,1957-2014,,The UC Davis College of Agricultural and Environmental Sciences Records include engineering drawings of several campus buildings and a group of photographs and videos related to presentations and celebratory events.,"Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6551.0,2017-02-23T21:31:00,2017-04-25T10:50:59,2017-04-25T17:50:59,college-of-agricultural-and-environmental-sciences-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/college-of-agricultural-and-environmental-sciences-records/,,[],https://www.library.ucdavis.edu/ua-collection/college-of-agricultural-and-environmental-sciences-records/,College of Agricultural and Environmental Sciences Records,The collection contains engineering drawings of several campus buildings and a small group of photographs related to presentations and celebratory events.,"The College of Agricultural and Environmental Sciences (CA&ES) is one of four colleges at the University of California, Davis. It includes fifteen departments, twenty centers and institutes, twelve research facilities, four museums and collections, and the Davis affiliates of the UC Cooperative Extension Agricultural Experiment Station. ",AR-141,13.4,linear feet,1957-2009,College of Agriculture and Environmental Sciences,http://www.oac.cdlib.org/findaid/ark:/13030/c8k64pk8/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6551'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6551'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6551'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
425,ark:/13030/c8k93dqd/,English,"University of California, Davis General Library, University Archives",Campus Sign Program Slides,"University of California, Davis. Library. Dept. of Special Collections",AR-223,95 slides (35 millimeter),,circa 1980-1987,"Contains 95 35mm slides of various campus wayfaring signs including those for buildings, streets, maps, and parking.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,25567.0,2018-01-12T18:40:42,2018-01-12T10:40:42,2018-01-12T18:40:42,campus-sign-program-slides,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/campus-sign-program-slides/,,[],https://www.library.ucdavis.edu/?post_type=ua-collection&#038;p=25567,Campus Sign Program Slides,"95 35mm slides of various campus wayfaring signs including those for buildings, streets, maps, and parking.
",,AR-223,,,circa 1980-1987.,,,,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/25567'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=25567'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=25567'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
441,ark:/13030/c8m90b5k/,English,"University of California, Davis Library, University Archives",Library Annual Reports,"University of California, Davis. Library",AR-203,5.8 linear feet,1946-2011,,This collection contains annual reports for the University Library as well as annual reports for Library departments. Library statistics are included in these reports.,"Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6571.0,2017-02-23T21:31:01,2017-04-25T10:43:21,2017-04-25T17:43:21,library-annual-reports,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/library-annual-reports/,,[],https://www.library.ucdavis.edu/ua-collection/library-annual-reports/,Library Annual Reports,,This collection contains annual reports for theUniversity Library as well as annual reports for Library departments.Library statistics are included in these reports. ,AR-203,4.8,linear feet,1946-2011.,University Library,http://www.oac.cdlib.org/findaid/ark:/13030/c8m90b5k/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6571'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6571'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6571'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
459,ark:/13030/c8mk6jbb/,English,"University of California, Davis General Library, University Archives",Grounds and Landscape Services Records,"University of California, Davis. Grounds and Landscape Services",AR-197,0.8 linear feet,2006-2008,,"Gounds and Landscape Services designs, plants, builds, and maintains landscapes and landscape structures throughout the UC Davis campus. The collection includes promotional materials and awards related to the UC Davis Olive Oil Program.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6568.0,2017-02-23T21:31:01,2017-04-25T10:40:27,2017-04-25T17:40:27,grounds-and-landscape-services-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/grounds-and-landscape-services-records/,,[],https://www.library.ucdavis.edu/ua-collection/grounds-and-landscape-services-records/,Grounds and Landscape Services Records,The collection includes promotional materials and awards related to the UC Davis Olive Oil Program.,"Grounds and Landscape Services designs, plants, builds, and maintains landscapes and landscape structures throughout the UC Davis campus.",AR-197,0.8,linear feet,2006-2008.,Vice Chancellor for Resource Management and Planning,http://www.oac.cdlib.org/findaid/ark:/13030/c8mk6jbb/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6568'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6568'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6568'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
464,ark:/13030/c8ms3v83/,Collection materials in English.,,Blue and Gold Dairy Club Records,"Blue and Gold Dairy Club (Davis, Calif.)",AR-048,,1920-1958,,"The Blue and Gold Dairy Club, organized in 1920 at the Davis campus, brought together students who were interested in the dairy industry. This small collection contains the club&#39;s correspondence, meeting minutes, and several photographs","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,1 linear foot,,,,,,,,,,,,,,,6541.0,2017-02-23T21:30:59,2017-05-02T14:29:28,2017-05-02T21:29:28,blue-and-gold-dairy-club-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/blue-and-gold-dairy-club-records/,,[],https://www.library.ucdavis.edu/ua-collection/blue-and-gold-dairy-club-records/,Blue and Gold Dairy Club Records,"This small collection contains the club's correspondence, meeting minutes, and several photographs","The Blue and Gold Dairy Club, organized in 1920 at the Davis campus, brought together students who were interested in the dairyindustry.",AR-048,0.4,linear feet,1920-1958.,Student and UCD Community Organizations,http://www.oac.cdlib.org/findaid/ark:/13030/c8ms3v83/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6541'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6541'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6541'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
473,ark:/13030/c8n87h6q/,English,"University of California, Davis Library, University Archives","Department of Land, Air, and Water Resources (LAWR) Records","University of California, Davis. Department of Land, Air, and Water Resources",AR-094,39.4 linear feet,1906-1985,,"Collection includes correspondence, memos, manuscripts, pamphlets, photographs, slides, research projects, soil maps, and surveys.","Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6570.0,2017-02-23T21:31:01,2017-02-23T21:31:01,2017-02-23T21:31:01,lawr-land-air-and-water-resources-department-of,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/lawr-land-air-and-water-resources-department-of/,,[],https://www.library.ucdavis.edu/ua-collection/lawr-land-air-and-water-resources-department-of/,"LAWR (Land, Air, and Water Resources), Department of","Correspondence, memos, manuscripts, pamphlets, photos, research projects, soil maps, and surveys.",,AR-094,36.6,linear feet,1924-1999.,College of Agriculture and Environmental Sciences,,,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6570'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6570'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6570'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
496,ark:/13030/c8pc32w4/,Collection materials in English.,,"University of Californa, Davis Student Clubs and Organizations Collection","University of California, Davis. Library. Dept of Special Collections",AR-180,1 online resource,1925-2013,,"This small collection, assembled by Special Collections, contains flyers and ephemera related to a selection of student clubs and organizations on the University of California, Davis campus. Also included are links to website captures of several student clubs and organizations.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,1 linear foot; 6 online resources,,,,,,,,,,,,,,,6585.0,2017-02-23T21:31:02,2017-04-25T10:15:36,2017-04-25T17:15:36,student-clubs-and-organizations-collection,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/student-clubs-and-organizations-collection/,,[],https://www.library.ucdavis.edu/ua-collection/student-clubs-and-organizations-collection/,Student Clubs and Organizations Collection,"This small collection, assembled by Special Collections, contains flyers and ephemera related to a selection of student clubs and organizations on the University of California, Davis campus. ",,AR-180,1,linear feet,1925-1981.,Student and UCD Community Organizations,http://www.oac.cdlib.org/findaid/ark:/13030/c8pc32w4/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6585'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6585'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6585'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
500,ark:/13030/c8pc37t9/,English,"University of California, Davis Library, University Archives",Baggins End Records,"Baggins End (Davis, Calif.)",AR-049,11.1 linear feet,1972-1997,,"Collection contains meeting announcements and minutes, correspondence, planning documents, photographs, and newspaper clippings relating to the Baggins End student housing community.","Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6539.0,2017-02-23T21:30:59,2017-05-02T14:27:35,2017-05-02T21:27:35,baggins-end-innovative-housing,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/baggins-end-innovative-housing/,,[],https://www.library.ucdavis.edu/ua-collection/baggins-end-innovative-housing/,Baggins End: Innovative Housing Collection,"Meeting announcements and minutes, correspondence, planning documents, photographs, and newspaper clippings relating to the Baggins End student housing community.",,AR-049,11.1,linear feet,1972-1997.,Vice Chancellor for Student Affairs,,,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6539'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6539'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6539'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
501,ark:/13030/c8pg1qpk/,English,"University of California, Davis General Library, University Archives",Committee for Arts and Lectures Records,"University of California, Davis. Committee for Arts and Lectures",AR-042,null,1964-2002,,"The Committee for Arts and Lectures (CAL) was responsible for organizing arts events and lectures on the University of California, Davis campus. In 2002, the Mondavi Center for Performing Arts opened and the function of this group was transferred to the Mondavi Center. The collection contains season files including brochures, flyers, and playbills, as well as snapshot photographs, and some posters.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6554.0,2017-02-23T21:31:00,2017-04-25T10:51:48,2017-04-25T17:51:48,committee-for-arts-and-lectures-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/committee-for-arts-and-lectures-records/,,[],https://www.library.ucdavis.edu/ua-collection/committee-for-arts-and-lectures-records/,Committee for Arts and Lectures Records,"Season files including brochures, flyers, and playbills, as well as snapshot photographs, and some posters.","In 1955 the Committee for Drama, Lectures, and Music was organized. The group was responsible for organizing arts events and lectures on campus. Its name was changed to the Committee for Arts and Lectures (CAL) in 1960 and again in 1990 to UC Davis Presents. In 2002, the Mondavi Center for Performing Arts opened and the function of this group was transferred to the Center.",AR-042,5.7,linear feet,1964-2002,Vice Chancellor for University Relations,http://www.oac.cdlib.org/findaid/ark:/13030/c8pg1qpk/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6554'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6554'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6554'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
