,ark,language of material,contributing institution,title,creator,call_number,physical description,date (inclusive),date (bulk),abstract,physical location,dates,creator/collector,extent,date,photographer,collector,material specific details,source,author,language,phyiscal location,repository,record series,origination,shelf location,original,series,id,date_gmt,modified,modified_gmt,slug,status,type,link,featured_media,template,tags,guid.rendered,title.rendered,acf.ucdlib_manuscript_biog,acf.ucdlib_manuscript_descrip,acf.ucdlib_manuscript_call_num,acf.ucdlib_manuscript_date,acf.ucdlib_manuscript_extent_num,acf.ucdlib_manuscript_extent_type,acf.ucdlib_manuscript_url,acf.ucdlib_manuscript_moreinfo_name,acf.ucdlib_manuscript_moreinfo_url,acf.ucdlib_manuscript_moreinfo2_name,acf.ucdlib_manuscript_moreinfo2_url,acf.ucdlib_manuscript_photo_cat,_links.self,_links.collection,_links.about,_links.wp:attachment,_links.wp:term,_links.curies,_links.wp:featuredmedia
928,ark:/13030/kt6c6035jb/,Collection materials in English.,,Elmer W. Learn Reports and Speeches,"Learn, Elmer W. (Elmer Warner), 1929-",MC126,,1966-1984,,"Elmer W. Learn (1929- ) served as Executive Vice-Chancellor at the University of California, Davis from 1969-1984. The collection contains copies of sixteen of Learn&#39;s speeches and reports discussing university management needs and techniques.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.2 linear feet,,,,,,,,,,,,,,,10758.0,2017-03-22T19:56:19,2017-03-22T12:56:19,2017-03-22T19:56:19,learn-elmer-w-reports-and-speeches,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/learn-elmer-w-reports-and-speeches/,0.0,,[1623],https://www.library.ucdavis.edu/manuscript/learn-elmer-w-reports-and-speeches/,"Learn, Elmer W. Reports and Speeches.","Executive Vice-Chancellor, University of California, Davis (1969-1984).",Copies of sixteen of Learn's speeches and reports discussing universitymanagement needs and techniques.,MC126,1966-1984.,,linear feet,http://findaid.oac.cdlib.org/findaid/ark:/13030/kt6c6035jb,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10758'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10758'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10758'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
929,ark:/13030/kt6d5nc751/,,,"David K. Gillespie Papers,","Gillespie, David K., 1821-",D-297,null,1879-1903,,"The David K. Gillespie Papers contain correspondence and other materials relating to his wholesale grain business in Kirkwood, Ohio in the later nineteenth and early twentieth centuries. The Papers include incoming correspondence from business associates and fragmentary personal correspondence from relatives and the Ohio Prohibition Party. Some letters contain receipts, business cards, and market reports. Also includes two brief account ledgers for 1882 and 1888. Subjects discussed relate to grain prices, weather, condition of grain, methods of shipment, and availability of grains.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,2.2 linear feet,,,,,,,English.,,,,,,,,10638.0,2017-03-22T19:56:15,2017-03-22T12:56:15,2017-03-22T19:56:15,gillespie-david-k-1821-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/gillespie-david-k-1821-papers/,0.0,,[1439],https://www.library.ucdavis.edu/manuscript/gillespie-david-k-1821-papers/,"Gillespie, David K. (1821-) Papers.","Grain dealer in Ohio, in the late 19th century.","Incoming correspondence, fragmentary receipts, market reports, and two brief account ledgers relating to the wholesale grain business, including futures trading, in Ohio.",D-297,1879-1903.,2.2,linear feet,http://findaid.oac.cdlib.org/findaid/ark:/13030/kt6d5nc751,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10638'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10638'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10638'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
930,ark:/13030/kt6f59r8wh/,Collection materials in English.,,"Squaring the Circle Collection,",,D-143,6 prints,1935-1961,,"Squaring the Circle, a play written by Russian dramatist Valentin Katayev, was first produced at the Moscow Art Theatre in 1928. The United States production, translated by Charles Malamuth and Eugene Lyons, premiered at the Pasadena Community Playhouse in August 1935 and was later performed at the Broad Street Theatre in Philadelphia and at the Lyceum and Adelphi Theatres in New York City. The collection contains correspondence, photographs, and ephemera relating to the play&#39;s 1935 U.S. production. Also included are several images of the cast that performed at the Moscow Art Theatre.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.4 linear feet,,,"University of California, Davis. Dept. of Special Collections.",,,,,,,,,,,,11039.0,2017-03-22T19:56:29,2017-03-22T12:56:29,2017-03-22T19:56:29,squaring-the-circle-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/squaring-the-circle-collection/,0.0,,[2623],https://www.library.ucdavis.edu/manuscript/squaring-the-circle-collection/,Squaring the Circle Collection.,"<cite>Squaring the Circle</cite>, a play written by Russian dramatist Valentin Katayev, was first produced at the Moscow Art Theatre in 1928. TheUnited States production, translated by Charles Malamuth and Eugene Lyons, premiered at the Pasadena Community Playhouse in August 1935 and was later performed at the Broad Street Theatre in Philadelphia and at the Lyceum and Adelphi Theatres in New York City.","Correspondence, photographs, and ephemera relating to the play's 1935U.S. production. Also included are several images of the cast that performed at the Moscow Art Theatre.",D-143,1935-1691.,0.4,linear feet,http://findaid.oac.cdlib.org/findaid/ark:/13030/kt6f59r8wh,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11039'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11039'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11039'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
931,ark:/13030/kt6h4nf35n/,Collection materials in English,,California State Beekeepers Association Records,California State Beekeepers Association,D-075,Leather briefcase,,,"The California State Beekeepers Association was organized in 1889 to serve the beekeeping industry in California. The collection contains meeting minutes, correspondence, financial records, annual convention programs, publications, realia and photographs.",,,,2.8 linear feet,1886-1980,,,,,,,"Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,10465.0,2017-03-22T19:56:09,2017-03-22T12:56:09,2017-03-22T19:56:09,california-state-beekeepers-association-records,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/california-state-beekeepers-association-records/,0.0,,[2624],https://www.library.ucdavis.edu/manuscript/california-state-beekeepers-association-records/,California State Beekeepers Association Records.,The California State Beekeepers Association was organized in 1889 toserve the beekeeping industry in California.,"Meeting minutes, correspondence, financial records, annual conventionprograms, publications, realia and photographs. ",D-075,1886-1980.,2.5,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/kt6h4nf35n/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10465'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10465'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10465'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
932,ark:/13030/kt6j49r9bc/,Collection materials in English.,,Mrs. Patrick Campbell Collection,,D-525,,circa 1906-1927,,,"Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.4 linear feet,,,"Campbell, Patrick, Mrs., 1865-1940",,,,,,,,,,,,10470.0,2017-03-22T19:56:09,2017-03-22T12:56:09,2017-03-22T19:56:09,campbell-mrs-patrick-1865-1940-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/campbell-mrs-patrick-1865-1940-collection/,0.0,,[2623],https://www.library.ucdavis.edu/manuscript/campbell-mrs-patrick-1865-1940-collection/,"Campbell, Mrs. Patrick (1865-1940). Collection.","Mrs. Patrick Campbell (1865-1940), a British actress, performed in <cite>TheHunchback</cite>, <cite>The School for Scandal</cite>, <cite>As You Like It</cite>, and <cite>The Second Mrs.Tanqueray</cite>, among other plays.","Prompt scripts, working scripts, and other production materials relating to three plays: <cite>The moon of Yamato</cite> by Robert d'Humiere; <cite>The Macleans of Bairness</cite> by Edith Littleton; and <cite>Madame Kuranda</cite> by Frederick Horace Rose.",D-525,circa 1906-1927.,0.4,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/kt6j49r9bc/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10470'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10470'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10470'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
933,ark:/13030/kt6k4022tw/,Collection materials in English,,"Peter J. Shields Collection,","Shields, Peter J., 1862-1962",D-169,3 items,,,"The Peter J. Shields Collection contains both personal papers and materials related to the creation of the University of California, Davis campus. The collection materials date from 1896 to 1968. Peter J. Shields presided as a Superior Court Judge in Sacramento County from 1900 to 1949. In 1905, Shields wrote the legislation that led to the establishment of the University Farm. He maintained his association with the campus until his death in 1962.","Researchers should contact Special Collections to request collections, as many are stored off site.",,,4.2 linear feet,1896-1968.,,,,,,,,,,,,,,11014.0,2017-03-22T19:56:28,2017-12-12T13:53:28,2017-12-12T21:53:28,shields-peter-j-1862-1962-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/shields-peter-j-1862-1962-collection/,19257.0,,[2630],https://www.library.ucdavis.edu/manuscript/shields-peter-j-1862-1962-collection/,"Shields, Peter J. (1862-1962). Collection.","Peter J. Shields presided as a Superior Court Judge in Sacramento County from 1900 to 1949. In 1905, Shields wrote the legislation that led to the establishment of the University Farm. He maintained his association with the campus until his death in 1962.","The Peter J. Shields Collection contains both personal papers and materials related to the creation of the University of California, Davis campus.",D-169,1896-1968.,4.2,linear feet,http://findaid.oac.cdlib.org/findaid/ark:/13030/kt6k4022tw,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11014'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11014'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11014'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]","[{'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media/19257'}]"
934,ark:/13030/kt6k40362w/,Collection materials in English.,,"Lawrence Bacon Lee Correspondence,","Lee, Lawrence Bacon, 1917-",D-457,2 letters,1962-1996,,Lawrence Bacon Lee (1917-2003) served as Professor of History at San Jose State University from 1957-1983. The collection contains his correspondence primarily with fellow historians Paul W. Gates and Donald J. Pisani. Topics discussed include their research and writings on the history of the American West including environmental and water history and public land policy.,"Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.8 linear feet,,,,,,,,,,,,,,,10762.0,2017-03-22T19:56:19,2017-03-22T12:56:19,2017-03-22T19:56:19,lee-lawrence-bacon-1917-2003-correspondence,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/lee-lawrence-bacon-1917-2003-correspondence/,0.0,,[1623],https://www.library.ucdavis.edu/manuscript/lee-lawrence-bacon-1917-2003-correspondence/,"Lee, Lawrence Bacon (1917-2003). Correspondence","Professor of History, San Jose State University (1957-1983).",Correspondence primarily with fellow historians Paul W. Gates and Donald J. Pisani. Topics discussed include their research and writings on the history of the American West including environmental and water history and public land policy.,D-457,1962-1996,0.8,linear feet,http://findaid.oac.cdlib.org/findaid/ark:/13030/kt6k40362w,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10762'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10762'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10762'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
935,ark:/13030/kt6m3nf56s/,Collection materials in English.,,Joseph Joel Keith Papers,"Keith, Joseph Joel",D-156,7 folders,1941-1967,,"Joseph Joel Keith was an American poet of the mid-twentieth century. His Papers contain his notebooks, poems, prose, and lyrics, as well as several photographs.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,1 linear foot,,,,,,,,,,,,,,,10731.0,2017-03-22T19:56:18,2017-03-22T12:56:18,2017-03-22T19:56:18,keith-joseph-joel-1967-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/keith-joseph-joel-1967-papers/,0.0,,[2626],https://www.library.ucdavis.edu/manuscript/keith-joseph-joel-1967-papers/,"Keith, Joseph Joel (-1967). Papers.","American poet of the early 1960's; former president of the Los Angeles Branch of the P.E.N.; managing editor of Borestone Mountain Poetry Awards; author of thirteen books of poetry, three published posthumously.","Keith's notebooks, poems, prose, lyrics, miscellaneous manuscripts, ephemera, and photographs.",D-156,1941-1967,1,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/kt6m3nf56s,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10731'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10731'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10731'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
936,ark:/13030/kt6p3021mz/,,,"Bret Harte Collection,","University of California, Davis. Library. Dept. of Special Collections",D-282,null,[1857?]-1950,,"At the height of his career, Bret Harte (1836-1902) was considered one of the best-known American writers of the nineteenth century. The collection contains Harte&#39;s writings published in magazines and newspapers, clippings and ephemera about Harte, and portraits of Harte and other individuals. This artificially created collection was a block purchase from John Howell Books of San Francisco in the early 1980&#39;s.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,1.40 linear feet,,,,,,,English.,,,,,,,,10674.0,2017-03-22T19:56:16,2017-03-22T12:56:16,2017-03-22T19:56:16,harte-bret-1836-1902-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/harte-bret-1836-1902-collection/,0.0,,[2626],https://www.library.ucdavis.edu/manuscript/harte-bret-1836-1902-collection/,"Harte, Bret (1836-1902). Collection.","Short story writer, poet, and novelist. At the height of his career he was considered one of the best-known American writers of the nineteenth century.","Clippings, ephemera, and periodicals containing Harte's works; photographs and picture postcards, several depicting Harte; typescript and holograph letters.",D-282,[1857?]-1950.,1.4,linear feet,http://findaid.oac.cdlib.org/findaid/ark:/13030/kt6p3021mz,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10674'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10674'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10674'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
937,ark:/13030/kt6q2nf6ch/,Collection materials in English.,,Writings,"Rothchild, Donald S.",D-537,,1974-1993,,"Donald S. Rothchild (1928-2007) served as Professor of Political Science at the University of California, Davis. The collection contains selected manuscripts of Rothchild&#39;s conference papers and writings which focus on politics and government in Africa.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.4 linear feet,,,,,,,,,,,,,,,10972.0,2017-03-22T19:56:26,2017-03-22T12:56:26,2017-03-22T19:56:26,rothchild-donald-s-writings,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/rothchild-donald-s-writings/,0.0,,[1623],https://www.library.ucdavis.edu/manuscript/rothchild-donald-s-writings/,"Rothchild, Donald S. Writings.","Professor of Political Science, University of California, Davis.",Selected manuscripts of Rothchild's conference papers and writings whichfocus on politics and government in Africa. ,D-537,1974-1993.,0.4,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/kt6q2nf6ch/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10972'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10972'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10972'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
938,ark:/13030/kt6s20354r/,Collection materials in English.,,Katherine McNeil Papers,"McNeil, Katherine",D-485,14 folders,1971-1983,,,"Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.8 linear feet,,,,,,,,,,,,,,,10823.0,2017-03-22T19:56:21,2017-03-22T12:56:21,2017-03-22T19:56:21,mcneil-katherine-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/mcneil-katherine-papers/,0.0,,[2626],https://www.library.ucdavis.edu/manuscript/mcneil-katherine-papers/,"McNeil, Katherine. Papers.",McNeil compiled the book <cite>Gary Snyder: a bibliography</cite> (1983).,"Correspondence with Snyder's publishers, collectors, and friends thatMcNeil assembled during the time she worked on the bibliography. Inaddition, there is correspondence from Snyder answering various questions and providing background material. Also included are five audio-cassettes that contain a biographical/bibliographical interview of Snyder.",D-485,1971-1983.,0.8,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/kt6s20354r,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10823'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10823'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10823'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
939,ark:/13030/kt6t1nd9f6/,Collection materials in English.,,Leonard V. Finder Papers,"Finder, Leonard V., 1910-1969",D-358,0.8 linear feet,,,,"Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.8 linear feet,1967,,,,,,,,,,,,,,10605.0,2017-03-22T19:56:13,2017-03-22T12:56:13,2017-03-22T19:56:13,finder-leonard-v-1910-1969-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/finder-leonard-v-1910-1969-papers/,0.0,,[2626],https://www.library.ucdavis.edu/manuscript/finder-leonard-v-1910-1969-papers/,"Finder, Leonard V. (1910-1969) Papers.","Editor of the <cite>Sacramento Union</cite> from 1962-1966. After Finder left the Sacramento Union, he devoted his time to lecturing and teaching, primarily at the Extension Program of the University of California, Davis.","An unfinished manuscript of Finder's unpublished book, <cite>Reflections inAsia</cite>, written following a world tour in 1966.",D-358,1967,0.8,linear feet,http://content.cdlib.org/ark:/13030/kt6t1nd9f6/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10605'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10605'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10605'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
940,ark:/13030/kt6v19q65v/,Collection materials in English.,,C. M. Silva &amp; Son Correspondence,C. M. Silva &amp; Son,D-417,1 volume,1874-1886,,"Charles M. Silva (1823-1894) and his son Edward B. Silva (1854-1952) operated C.M. Silva &amp; Son, a nursery specializing in fruit trees and plants, in Newcastle, California. This collection contains 135 letters written to C. M. Silva &amp; Son from 1874-1879. Also included is one volume of outgoing correspondence from July to December 1886. The correspondence discusses growing fruit trees and plants, orders for their fruit and plant stock, shipping procedures, the quality of their products, and account debits and credits.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,1.4 linear feet,,,,,,,,,,,,,,,10458.0,2017-03-22T19:56:08,2017-03-22T12:56:08,2017-03-22T19:56:08,c-m-silva-son-correspondence,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/c-m-silva-son-correspondence/,0.0,,[2632],https://www.library.ucdavis.edu/manuscript/c-m-silva-son-correspondence/,C.M. Silva &amp; Son Correspondence.,"Charles M. Silva (1823-1894) and his son Edward B. Silva (1854-1952) operated C.M. Silva &amp; Son, a nursery specializing in fruit trees and plants, in Newcastle, California.","135 letters written to C. M. Silva &amp; Son from 1874-1879. Also included is one volume of outgoing correspondence from July to December 1886. The correspondence discusses growing fruit trees and plants, orders for their fruit and plant stock, shipping procedures, the quality of their products, and account debits and credits.",D-417,1874-1886.,1.4,linear feet,http://findaid.oac.cdlib.org/findaid/ark:/13030/kt6v19q65v,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10458'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10458'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10458'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
941,ark:/13030/kt6v19r84r/,Collection materials in English,,Wolfskill Family Collection,"Wolfskill, Edward, 1850-1939",D-023,1.8 linear feet,,,"The Wolfskill Family Collection contains genealogical and biographical information about a pioneer family of Solano and Yolo Counties, California. John Reid Wolfskill (1804-1897) settled on the Rancho Rio de los Putos Grant near present-day Winters, Calif., in 1842. The Wolfskill Family collection includes correspondence, ephemera, realia, and photographs related to John Reid Wolfskill and his family as well as reference materials related to the history of California.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,26 linear feet,1820-1975,,,,,,,,,,,,,,11173.0,2017-03-22T19:56:33,2017-03-22T12:56:33,2017-03-22T19:56:33,wolfskill-family-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/wolfskill-family-collection/,0.0,,[2630],https://www.library.ucdavis.edu/manuscript/wolfskill-family-collection/,Wolfskill Family Collection,"The Wolfskill Family were early settlers of Solano County, California.","Photographs, clippings, scrapbooks, and genealogical material relating to the Wolfskill family and the early years of California statehood.",D-023,1820-1975.,26,linear feet,http://findaid.oac.cdlib.org/findaid/ark:/13030/kt6v19r84r,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11173'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11173'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11173'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
942,ark:/13030/kt7199s00b/,Collection materials in English.,,Sir John Martin-Harvey Papers,"Martin-Harvey, John, Sir, 1863-1944",D-184,2 images,1900-1945,,,"Researchers should contact Special Collections to request collections, as many are stored offsite.",,,1.4 linear feet,,,,,,,,,,,,,,,10807.0,2017-03-22T19:56:20,2017-03-22T12:56:20,2017-03-22T19:56:20,martin-harvey-sir-john-1863-1944-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/martin-harvey-sir-john-1863-1944-papers/,0.0,,[2623],https://www.library.ucdavis.edu/manuscript/martin-harvey-sir-john-1863-1944-papers/,"Martin-Harvey, Sir John (1863-1944). Papers.",English actor-manager and member of Henry Irving's Lyceum Theatre company in London for fourteen years before inaugurating his own management of the Lyceum in 1899.,"Correspondence, scripts, printed material and photographs, relating to several productions including <cite>Great Possessions</cite>, <cite>The Lowland Wolf</cite>, and <cite>Don Juan's Last Wager</cite>.",D-184,1900-1945.,1.4,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/kt7199s00b/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10807'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10807'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10807'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
